id,date,ward,prev,beds,cots,pts,adm,disch,tin,tout,deaths
506,,Mat/Surg,8,15,3,12,6,9,3,4,0
507,,Lying-In,12,25,6,18,14,13,4,7,2
508,,NICU,5,8,2,6,3,4,1,2,0
509,,CDU,7,10,4,8,5,6,2,3,1
510,,ICU,4,6,3,5,3,3,1,2,0
511,,Recovery,9,18,5,14,8,7,3,5,1
512,,Emergency,10,22,7,16,12,10,4,6,2
513,,Site Clinic,6,10,3,8,5,4,2,3,0
514,,Sub-Total,81,141,41,94,63,60,24,36,7
515,,Nursery,3,5,1,3,2,2,1,1,0
516,,Total,84,146,42,97,65,62,25,37,7
517,,Med/Surg,10,20,5,15,10,8,5,6,1
518,,Mat/Surg,8,15,3,12,6,9,3,4,0
519,,Lying-In,12,25,6,18,14,13,4,7,2
520,,NICU,5,8,2,6,3,4,1,2,0
521,,CDU,7,10,4,8,5,6,2,3,1
522,,ICU,4,6,3,5,3,3,1,2,0
523,,Recovery,9,18,5,14,8,7,3,5,1
524,,Emergency,10,22,7,16,12,10,4,6,2
525,,Site Clinic,6,10,3,8,5,4,2,3,0
526,,Sub-Total,81,141,41,94,63,60,24,36,7
527,,Nursery,3,5,1,3,2,2,1,1,0
528,,Total,84,146,42,97,65,62,25,37,7
529,,Med/Surg,10,20,5,15,10,8,5,6,1
530,,Mat/Surg,8,15,3,12,6,9,3,4,0
531,,Lying-In,12,25,6,18,14,13,4,7,2
532,,NICU,5,8,2,6,3,4,1,2,0
533,,CDU,7,10,4,8,5,6,2,3,1
534,,ICU,4,6,3,5,3,3,1,2,0
535,,Recovery,9,18,5,14,8,7,3,5,1
536,,Emergency,10,22,7,16,12,10,4,6,2
537,,Site Clinic,6,10,3,8,5,4,2,3,0
538,,Sub-Total,81,141,41,94,63,60,24,36,7
539,,Nursery,3,5,1,3,2,2,1,1,0
540,,Total,84,146,42,97,65,62,25,37,7
541,,Med/Surg,10,20,5,15,10,8,5,6,1
542,,Mat/Surg,8,15,3,12,6,9,3,4,0
543,,Lying-In,12,25,6,18,14,13,4,7,2
544,,NICU,5,8,2,6,3,4,1,2,0
545,,CDU,7,10,4,8,5,6,2,3,1
546,,ICU,4,6,3,5,3,3,1,2,0
547,,Recovery,9,18,5,14,8,7,3,5,1
548,,Emergency,10,22,7,16,12,10,4,6,2
549,,Site Clinic,6,10,3,8,5,4,2,3,0
550,,Sub-Total,81,141,41,94,63,60,24,36,7
551,,Nursery,3,5,1,3,2,2,1,1,0
552,,Total,84,146,42,97,65,62,25,37,7
553,,Med/Surg,10,20,5,15,10,8,5,6,1
554,,Mat/Surg,8,15,3,12,6,9,3,4,0
555,,Lying-In,12,25,6,18,14,13,4,7,2
556,,NICU,5,8,2,6,3,4,1,2,0
557,,CDU,7,10,4,8,5,6,2,3,1
558,,ICU,4,6,3,5,3,3,1,2,0
559,,Recovery,9,18,5,14,8,7,3,5,1
560,,Emergency,10,22,7,16,12,10,4,6,2
561,,Site Clinic,6,10,3,8,5,4,2,3,0
562,,Sub-Total,81,141,41,94,63,60,24,36,7
563,,Nursery,3,5,1,3,2,2,1,1,0
564,,Total,84,146,42,97,65,62,25,37,7
565,,Med/Surg,10,20,5,15,10,8,5,6,1
566,,Mat/Surg,8,15,3,12,6,9,3,4,0
567,,Lying-In,12,25,6,18,14,13,4,7,2
568,,NICU,5,8,2,6,3,4,1,2,0
569,,CDU,7,10,4,8,5,6,2,3,1
570,,ICU,4,6,3,5,3,3,1,2,0
571,,Recovery,9,18,5,14,8,7,3,5,1
572,,Emergency,10,22,7,16,12,10,4,6,2
573,,Site Clinic,6,10,3,8,5,4,2,3,0
574,,Sub-Total,81,141,41,94,63,60,24,36,7
575,,Nursery,3,5,1,3,2,2,1,1,0
576,,Total,84,146,42,97,65,62,25,37,7
577,,Med/Surg,10,20,5,15,10,8,5,6,1
578,,Mat/Surg,8,15,3,12,6,9,3,4,0
579,,Lying-In,12,25,6,18,14,13,4,7,2
580,,NICU,5,8,2,6,3,4,1,2,0
581,,CDU,7,10,4,8,5,6,2,3,1
582,,ICU,4,6,3,5,3,3,1,2,0
583,,Recovery,9,18,5,14,8,7,3,5,1
584,,Emergency,10,22,7,16,12,10,4,6,2
585,,Site Clinic,6,10,3,8,5,4,2,3,0
586,,Sub-Total,81,141,41,94,63,60,24,36,7
587,,Nursery,3,5,1,3,2,2,1,1,0
588,,Total,84,146,42,97,65,62,25,37,7
589,,Med/Surg,10,20,5,15,10,8,5,6,1
590,,Mat/Surg,8,15,3,12,6,9,3,4,0
591,,Lying-In,12,25,6,18,14,13,4,7,2
592,,NICU,5,8,2,6,3,4,1,2,0
593,,CDU,7,10,4,8,5,6,2,3,1
594,,ICU,4,6,3,5,3,3,1,2,0
595,,Recovery,9,18,5,14,8,7,3,5,1
596,,Emergency,10,22,7,16,12,10,4,6,2
597,,Site Clinic,6,10,3,8,5,4,2,3,0
598,,Sub-Total,81,141,41,94,63,60,24,36,7
599,,Nursery,3,5,1,3,2,2,1,1,0
600,,Total,84,146,42,97,65,62,25,37,7
601,,Med/Surg,10,20,5,15,10,8,5,6,1
602,,Mat/Surg,8,15,3,12,6,9,3,4,0
603,,Lying-In,12,25,6,18,14,13,4,7,2
604,,NICU,5,8,2,6,3,4,1,2,0
605,,CDU,7,10,4,8,5,6,2,3,1
606,,ICU,4,6,3,5,3,3,1,2,0
607,,Recovery,9,18,5,14,8,7,3,5,1
608,,Emergency,10,22,7,16,12,10,4,6,2
609,,Site Clinic,6,10,3,8,5,4,2,3,0
610,,Sub-Total,81,141,41,94,63,60,24,36,7
611,,Nursery,3,5,1,3,2,2,1,1,0
612,,Total,84,146,42,97,65,62,25,37,7
613,,Med/Surg,10,20,5,15,10,8,5,6,1
614,,Mat/Surg,8,15,3,12,6,9,3,4,0
615,,Lying-In,12,25,6,18,14,13,4,7,2
616,,NICU,5,8,2,6,3,4,1,2,0
617,,CDU,7,10,4,8,5,6,2,3,1
618,,ICU,4,6,3,5,3,3,1,2,0
619,,Recovery,9,18,5,14,8,7,3,5,1
620,,Emergency,10,22,7,16,12,10,4,6,2
621,,Site Clinic,6,10,3,8,5,4,2,3,0
622,,Sub-Total,81,141,41,94,63,60,24,36,7
623,,Nursery,3,5,1,3,2,2,1,1,0
624,,Total,84,146,42,97,65,62,25,37,7
625,,Med/Surg,10,20,5,15,10,8,5,6,1
626,,Mat/Surg,8,15,3,12,6,9,3,4,0
627,,Lying-In,12,25,6,18,14,13,4,7,2
628,,NICU,5,8,2,6,3,4,1,2,0
629,,CDU,7,10,4,8,5,6,2,3,1
630,,ICU,4,6,3,5,3,3,1,2,0
631,,Recovery,9,18,5,14,8,7,3,5,1
632,,Emergency,10,22,7,16,12,10,4,6,2
633,,Site Clinic,6,10,3,8,5,4,2,3,0
634,,Sub-Total,81,141,41,94,63,60,24,36,7
635,,Nursery,3,5,1,3,2,2,1,1,0
636,,Total,84,146,42,97,65,62,25,37,7
637,,Med/Surg,10,20,5,15,10,8,5,6,1
638,,Mat/Surg,8,15,3,12,6,9,3,4,0
639,,Lying-In,12,25,6,18,14,13,4,7,2
640,,NICU,5,8,2,6,3,4,1,2,0
641,,CDU,7,10,4,8,5,6,2,3,1
642,,ICU,4,6,3,5,3,3,1,2,0
643,,Recovery,9,18,5,14,8,7,3,5,1
644,,Emergency,10,22,7,16,12,10,4,6,2
645,,Site Clinic,6,10,3,8,5,4,2,3,0
646,,Sub-Total,81,141,41,94,63,60,24,36,7
647,,Nursery,3,5,1,3,2,2,1,1,0
648,,Total,84,146,42,97,65,62,25,37,7
649,,Med/Surg,10,20,5,15,10,8,5,6,1
650,,Mat/Surg,8,15,3,12,6,9,3,4,0
651,,Lying-In,12,25,6,18,14,13,4,7,2
652,,NICU,5,8,2,6,3,4,1,2,0
653,,CDU,7,10,4,8,5,6,2,3,1
654,,ICU,4,6,3,5,3,3,1,2,0
655,,Recovery,9,18,5,14,8,7,3,5,1
656,,Emergency,10,22,7,16,12,10,4,6,2
657,,Site Clinic,6,10,3,8,5,4,2,3,0
658,,Sub-Total,81,141,41,94,63,60,24,36,7
659,,Nursery,3,5,1,3,2,2,1,1,0
660,,Total,84,146,42,97,65,62,25,37,7
661,,Med/Surg,10,20,5,15,10,8,5,6,1
662,,Mat/Surg,8,15,3,12,6,9,3,4,0
663,,Lying-In,12,25,6,18,14,13,4,7,2
664,,NICU,5,8,2,6,3,4,1,2,0
665,,CDU,7,10,4,8,5,6,2,3,1
666,,ICU,4,6,3,5,3,3,1,2,0
667,,Recovery,9,18,5,14,8,7,3,5,1
668,,Emergency,10,22,7,16,12,10,4,6,2
669,,Site Clinic,6,10,3,8,5,4,2,3,0
670,,Sub-Total,81,141,41,94,63,60,24,36,7
671,,Nursery,3,5,1,3,2,2,1,1,0
672,,Total,84,146,42,97,65,62,25,37,7
673,,Med/Surg,10,20,5,15,10,8,5,6,1
674,,Mat/Surg,8,15,3,12,6,9,3,4,0
675,,Lying-In,12,25,6,18,14,13,4,7,2
676,,NICU,5,8,2,6,3,4,1,2,0
677,,CDU,7,10,4,8,5,6,2,3,1
678,,ICU,4,6,3,5,3,3,1,2,0
679,,Recovery,9,18,5,14,8,7,3,5,1
680,,Emergency,10,22,7,16,12,10,4,6,2
681,,Site Clinic,6,10,3,8,5,4,2,3,0
682,,Sub-Total,81,141,41,94,63,60,24,36,7
683,,Nursery,3,5,1,3,2,2,1,1,0
684,,Total,84,146,42,97,65,62,25,37,7
685,,Med/Surg,10,20,5,15,10,8,5,6,1
686,,Mat/Surg,8,15,3,12,6,9,3,4,0
687,,Lying-In,12,25,6,18,14,13,4,7,2
688,,NICU,5,8,2,6,3,4,1,2,0
689,,CDU,7,10,4,8,5,6,2,3,1
690,,ICU,4,6,3,5,3,3,1,2,0
691,,Recovery,9,18,5,14,8,7,3,5,1
692,,Emergency,10,22,7,16,12,10,4,6,2
693,,Site Clinic,6,10,3,8,5,4,2,3,0
694,,Sub-Total,81,141,41,94,63,60,24,36,7
695,,Nursery,3,5,1,3,2,2,1,1,0
696,,Total,84,146,42,97,65,62,25,37,7
697,,Med/Surg,10,20,5,15,10,8,5,6,1
698,,Mat/Surg,8,15,3,12,6,9,3,4,0
699,,Lying-In,12,25,6,18,14,13,4,7,2
700,,NICU,5,8,2,6,3,4,1,2,0
701,,CDU,7,10,4,8,5,6,2,3,1
702,,ICU,4,6,3,5,3,3,1,2,0
703,,Recovery,9,18,5,14,8,7,3,5,1
704,,Emergency,10,22,7,16,12,10,4,6,2
705,,Site Clinic,6,10,3,8,5,4,2,3,0
706,,Sub-Total,81,141,41,94,63,60,24,36,7
707,,Nursery,3,5,1,3,2,2,1,1,0
708,,Total,84,146,42,97,65,62,25,37,7
709,,Med/Surg,10,20,5,15,10,8,5,6,1
710,,Mat/Surg,8,15,3,12,6,9,3,4,0
711,,Lying-In,12,25,6,18,14,13,4,7,2
712,,NICU,5,8,2,6,3,4,1,2,0
713,,CDU,7,10,4,8,5,6,2,3,1
714,,ICU,4,6,3,5,3,3,1,2,0
715,,Recovery,9,18,5,14,8,7,3,5,1
716,,Emergency,10,22,7,16,12,10,4,6,2
717,,Site Clinic,6,10,3,8,5,4,2,3,0
718,,Sub-Total,81,141,41,94,63,60,24,36,7
719,,Nursery,3,5,1,3,2,2,1,1,0
720,,Total,84,146,42,97,65,62,25,37,7
721,,Med/Surg,10,20,5,15,10,8,5,6,1
722,,Mat/Surg,8,15,3,12,6,9,3,4,0
723,,Lying-In,12,25,6,18,14,13,4,7,2
724,,NICU,5,8,2,6,3,4,1,2,0
725,,CDU,7,10,4,8,5,6,2,3,1
726,,ICU,4,6,3,5,3,3,1,2,0
727,,Recovery,9,18,5,14,8,7,3,5,1
728,,Emergency,10,22,7,16,12,10,4,6,2
729,,Site Clinic,6,10,3,8,5,4,2,3,0
730,,Sub-Total,81,141,41,94,63,60,24,36,7
731,,Nursery,3,5,1,3,2,2,1,1,0
732,,Total,84,146,42,97,65,62,25,37,7
733,,Med/Surg,10,20,5,15,10,8,5,6,1
734,,Mat/Surg,8,15,3,12,6,9,3,4,0
735,,Lying-In,12,25,6,18,14,13,4,7,2
736,,NICU,5,8,2,6,3,4,1,2,0
737,,CDU,7,10,4,8,5,6,2,3,1
738,,ICU,4,6,3,5,3,3,1,2,0
739,,Recovery,9,18,5,14,8,7,3,5,1
740,,Emergency,10,22,7,16,12,10,4,6,2
741,,Site Clinic,6,10,3,8,5,4,2,3,0
742,,Sub-Total,81,141,41,94,63,60,24,36,7
743,,Nursery,3,5,1,3,2,2,1,1,0
744,,Total,84,146,42,97,65,62,25,37,7
745,,Med/Surg,10,20,5,15,10,8,5,6,1
746,,Mat/Surg,8,15,3,12,6,9,3,4,0
747,,Lying-In,12,25,6,18,14,13,4,7,2
748,,NICU,5,8,2,6,3,4,1,2,0
749,,CDU,7,10,4,8,5,6,2,3,1
750,,ICU,4,6,3,5,3,3,1,2,0
751,,Recovery,9,18,5,14,8,7,3,5,1
752,,Emergency,10,22,7,16,12,10,4,6,2
753,,Site Clinic,6,10,3,8,5,4,2,3,0
754,,Sub-Total,81,141,41,94,63,60,24,36,7
755,,Nursery,3,5,1,3,2,2,1,1,0
756,,Total,84,146,42,97,65,62,25,37,7
757,,Med/Surg,10,20,5,15,10,8,5,6,1
758,,Mat/Surg,8,15,3,12,6,9,3,4,0
759,,Lying-In,12,25,6,18,14,13,4,7,2
760,,NICU,5,8,2,6,3,4,1,2,0
761,,CDU,7,10,4,8,5,6,2,3,1
762,,ICU,4,6,3,5,3,3,1,2,0
763,,Recovery,9,18,5,14,8,7,3,5,1
764,,Emergency,10,22,7,16,12,10,4,6,2
765,,Site Clinic,6,10,3,8,5,4,2,3,0
766,,Sub-Total,81,141,41,94,63,60,24,36,7
767,,Nursery,3,5,1,3,2,2,1,1,0
768,,Total,84,146,42,97,65,62,25,37,7
769,,Med/Surg,10,20,5,15,10,8,5,6,1
770,,Mat/Surg,8,15,3,12,6,9,3,4,0
771,,Lying-In,12,25,6,18,14,13,4,7,2
772,,NICU,5,8,2,6,3,4,1,2,0
773,,CDU,7,10,4,8,5,6,2,3,1
774,,ICU,4,6,3,5,3,3,1,2,0
775,,Recovery,9,18,5,14,8,7,3,5,1
776,,Emergency,10,22,7,16,12,10,4,6,2
777,,Site Clinic,6,10,3,8,5,4,2,3,0
778,,Sub-Total,81,141,41,94,63,60,24,36,7
779,,Nursery,3,5,1,3,2,2,1,1,0
780,,Total,84,146,42,97,65,62,25,37,7
781,,Med/Surg,10,20,5,15,10,8,5,6,1
782,,Mat/Surg,8,15,3,12,6,9,3,4,0
783,,Lying-In,12,25,6,18,14,13,4,7,2
784,,NICU,5,8,2,6,3,4,1,2,0
785,,CDU,7,10,4,8,5,6,2,3,1
786,,ICU,4,6,3,5,3,3,1,2,0
787,,Recovery,9,18,5,14,8,7,3,5,1
788,,Emergency,10,22,7,16,12,10,4,6,2
789,,Site Clinic,6,10,3,8,5,4,2,3,0
790,,Sub-Total,81,141,41,94,63,60,24,36,7
791,,Nursery,3,5,1,3,2,2,1,1,0
792,,Total,84,146,42,97,65,62,25,37,7
793,,Med/Surg,10,20,5,15,10,8,5,6,1
794,,Mat/Surg,8,15,3,12,6,9,3,4,0
795,,Lying-In,12,25,6,18,14,13,4,7,2
796,,NICU,5,8,2,6,3,4,1,2,0
797,,CDU,7,10,4,8,5,6,2,3,1
798,,ICU,4,6,3,5,3,3,1,2,0
799,,Recovery,9,18,5,14,8,7,3,5,1
800,,Emergency,10,22,7,16,12,10,4,6,2
801,,Site Clinic,6,10,3,8,5,4,2,3,0
802,,Sub-Total,81,141,41,94,63,60,24,36,7
803,,Nursery,3,5,1,3,2,2,1,1,0
804,,Total,84,146,42,97,65,62,25,37,7
805,,Med/Surg,10,20,5,15,10,8,5,6,1
806,,Mat/Surg,8,15,3,12,6,9,3,4,0
807,,Lying-In,12,25,6,18,14,13,4,7,2
808,,NICU,5,8,2,6,3,4,1,2,0
809,,CDU,7,10,4,8,5,6,2,3,1
810,,ICU,4,6,3,5,3,3,1,2,0
811,,Recovery,9,18,5,14,8,7,3,5,1
812,,Emergency,10,22,7,16,12,10,4,6,2
813,,Site Clinic,6,10,3,8,5,4,2,3,0
814,,Sub-Total,81,141,41,94,63,60,24,36,7
815,,Nursery,3,5,1,3,2,2,1,1,0
816,,Total,84,146,42,97,65,62,25,37,7
817,,Med/Surg,10,20,5,15,10,8,5,6,1
818,,Mat/Surg,8,15,3,12,6,9,3,4,0
819,,Lying-In,12,25,6,18,14,13,4,7,2
820,,NICU,5,8,2,6,3,4,1,2,0
821,,CDU,7,10,4,8,5,6,2,3,1
822,,ICU,4,6,3,5,3,3,1,2,0
823,,Recovery,9,18,5,14,8,7,3,5,1
824,,Emergency,10,22,7,16,12,10,4,6,2
825,,Site Clinic,6,10,3,8,5,4,2,3,0
826,,Sub-Total,81,141,41,94,63,60,24,36,7
827,,Nursery,3,5,1,3,2,2,1,1,0
828,,Total,84,146,42,97,65,62,25,37,7
829,,Med/Surg,10,20,5,15,10,8,5,6,1
830,,Mat/Surg,8,15,3,12,6,9,3,4,0
831,,Lying-In,12,25,6,18,14,13,4,7,2
832,,NICU,5,8,2,6,3,4,1,2,0
833,,CDU,7,10,4,8,5,6,2,3,1
834,,ICU,4,6,3,5,3,3,1,2,0
835,,Recovery,9,18,5,14,8,7,3,5,1
836,,Emergency,10,22,7,16,12,10,4,6,2
837,,Site Clinic,6,10,3,8,5,4,2,3,0
838,,Sub-Total,81,141,41,94,63,60,24,36,7
839,,Nursery,3,5,1,3,2,2,1,1,0
840,,Total,84,146,42,97,65,62,25,37,7
841,,Med/Surg,10,20,5,15,10,8,5,6,1
842,,Mat/Surg,8,15,3,12,6,9,3,4,0
843,,Lying-In,12,25,6,18,14,13,4,7,2
844,,NICU,5,8,2,6,3,4,1,2,0
845,,CDU,7,10,4,8,5,6,2,3,1
846,,ICU,4,6,3,5,3,3,1,2,0
847,,Recovery,9,18,5,14,8,7,3,5,1
848,,Emergency,10,22,7,16,12,10,4,6,2
849,,Site Clinic,6,10,3,8,5,4,2,3,0
850,,Sub-Total,81,141,41,94,63,60,24,36,7
851,,Nursery,3,5,1,3,2,2,1,1,0
852,,Total,84,146,42,97,65,62,25,37,7
853,,Med/Surg,10,20,5,15,10,8,5,6,1
854,,Mat/Surg,8,15,3,12,6,9,3,4,0
855,,Lying-In,12,25,6,18,14,13,4,7,2
856,,NICU,5,8,2,6,3,4,1,2,0
857,,CDU,7,10,4,8,5,6,2,3,1
858,,ICU,4,6,3,5,3,3,1,2,0
859,,Recovery,9,18,5,14,8,7,3,5,1
860,,Emergency,10,22,7,16,12,10,4,6,2
861,,Site Clinic,6,10,3,8,5,4,2,3,0
862,,Sub-Total,81,141,41,94,63,60,24,36,7
863,,Nursery,3,5,1,3,2,2,1,1,0
864,,Total,84,146,42,97,65,62,25,37,7
865,,Med/Surg,10,20,5,15,10,8,5,6,1
866,,Mat/Surg,8,15,3,12,6,9,3,4,0
867,,Lying-In,12,25,6,18,14,13,4,7,2
868,,NICU,5,8,2,6,3,4,1,2,0
869,,CDU,7,10,4,8,5,6,2,3,1
870,,ICU,4,6,3,5,3,3,1,2,0
871,,Recovery,9,18,5,14,8,7,3,5,1
872,,Emergency,10,22,7,16,12,10,4,6,2
873,,Site Clinic,6,10,3,8,5,4,2,3,0
874,,Sub-Total,81,141,41,94,63,60,24,36,7
875,,Nursery,3,5,1,3,2,2,1,1,0
876,,Total,84,146,42,97,65,62,25,37,7
877,,Med/Surg,10,20,5,15,10,8,5,6,1
878,,Mat/Surg,8,15,3,12,6,9,3,4,0
879,,Lying-In,12,25,6,18,14,13,4,7,2
880,,NICU,5,8,2,6,3,4,1,2,0
881,,CDU,7,10,4,8,5,6,2,3,1
882,,ICU,4,6,3,5,3,3,1,2,0
883,,Recovery,9,18,5,14,8,7,3,5,1
884,,Emergency,10,22,7,16,12,10,4,6,2
885,,Site Clinic,6,10,3,8,5,4,2,3,0
886,,Sub-Total,81,141,41,94,63,60,24,36,7
887,,Nursery,3,5,1,3,2,2,1,1,0
888,,Total,84,146,42,97,65,62,25,37,7
889,,Med/Surg,10,20,5,15,10,8,5,6,1
890,,Mat/Surg,8,15,3,12,6,9,3,4,0
891,,Lying-In,12,25,6,18,14,13,4,7,2
892,,NICU,5,8,2,6,3,4,1,2,0
893,,CDU,7,10,4,8,5,6,2,3,1
894,,ICU,4,6,3,5,3,3,1,2,0
895,,Recovery,9,18,5,14,8,7,3,5,1
896,,Emergency,10,22,7,16,12,10,4,6,2
897,,Site Clinic,6,10,3,8,5,4,2,3,0
898,,Sub-Total,81,141,41,94,63,60,24,36,7
899,,Nursery,3,5,1,3,2,2,1,1,0
900,,Total,84,146,42,97,65,62,25,37,7
901,,Med/Surg,10,20,5,15,10,8,5,6,1
902,,Mat/Surg,8,15,3,12,6,9,3,4,0
903,,Lying-In,12,25,6,18,14,13,4,7,2
904,,NICU,5,8,2,6,3,4,1,2,0
905,,CDU,7,10,4,8,5,6,2,3,1
906,,ICU,4,6,3,5,3,3,1,2,0
907,,Recovery,9,18,5,14,8,7,3,5,1
908,,Emergency,10,22,7,16,12,10,4,6,2
909,,Site Clinic,6,10,3,8,5,4,2,3,0
910,,Sub-Total,81,141,41,94,63,60,24,36,7
911,,Nursery,3,5,1,3,2,2,1,1,0
912,,Total,84,146,42,97,65,62,25,37,7
913,,Med/Surg,10,20,5,15,10,8,5,6,1
914,,Mat/Surg,8,15,3,12,6,9,3,4,0
915,,Lying-In,12,25,6,18,14,13,4,7,2
916,,NICU,5,8,2,6,3,4,1,2,0
917,,CDU,7,10,4,8,5,6,2,3,1
918,,ICU,4,6,3,5,3,3,1,2,0
919,,Recovery,9,18,5,14,8,7,3,5,1
920,,Emergency,10,22,7,16,12,10,4,6,2
921,,Site Clinic,6,10,3,8,5,4,2,3,0
922,,Sub-Total,81,141,41,94,63,60,24,36,7
923,,Nursery,3,5,1,3,2,2,1,1,0
924,,Total,84,146,42,97,65,62,25,37,7
925,,Med/Surg,10,20,5,15,10,8,5,6,1
926,,Mat/Surg,8,15,3,12,6,9,3,4,0
927,,Lying-In,12,25,6,18,14,13,4,7,2
928,,NICU,5,8,2,6,3,4,1,2,0
929,,CDU,7,10,4,8,5,6,2,3,1
930,,ICU,4,6,3,5,3,3,1,2,0
931,,Recovery,9,18,5,14,8,7,3,5,1
932,,Emergency,10,22,7,16,12,10,4,6,2
933,,Site Clinic,6,10,3,8,5,4,2,3,0
934,,Sub-Total,81,141,41,94,63,60,24,36,7
935,,Nursery,3,5,1,3,2,2,1,1,0
936,,Total,84,146,42,97,65,62,25,37,7
937,,Med/Surg,10,20,5,15,10,8,5,6,1
938,,Mat/Surg,8,15,3,12,6,9,3,4,0
939,,Lying-In,12,25,6,18,14,13,4,7,2
940,,NICU,5,8,2,6,3,4,1,2,0
941,,CDU,7,10,4,8,5,6,2,3,1
942,,ICU,4,6,3,5,3,3,1,2,0
943,,Recovery,9,18,5,14,8,7,3,5,1
944,,Emergency,10,22,7,16,12,10,4,6,2
945,,Site Clinic,6,10,3,8,5,4,2,3,0
946,,Sub-Total,81,141,41,94,63,60,24,36,7
947,,Nursery,3,5,1,3,2,2,1,1,0
948,,Total,84,146,42,97,65,62,25,37,7
949,,Med/Surg,10,20,5,15,10,8,5,6,1
950,,Mat/Surg,8,15,3,12,6,9,3,4,0
951,,Lying-In,12,25,6,18,14,13,4,7,2
952,,NICU,5,8,2,6,3,4,1,2,0
953,,CDU,7,10,4,8,5,6,2,3,1
954,,ICU,4,6,3,5,3,3,1,2,0
955,,Recovery,9,18,5,14,8,7,3,5,1
956,,Emergency,10,22,7,16,12,10,4,6,2
957,,Site Clinic,6,10,3,8,5,4,2,3,0
958,,Sub-Total,81,141,41,94,63,60,24,36,7
959,,Nursery,3,5,1,3,2,2,1,1,0
960,,Total,84,146,42,97,65,62,25,37,7
961,,Med/Surg,10,20,5,15,10,8,5,6,1
962,,Mat/Surg,8,15,3,12,6,9,3,4,0
963,,Lying-In,12,25,6,18,14,13,4,7,2
964,,NICU,5,8,2,6,3,4,1,2,0
965,,CDU,7,10,4,8,5,6,2,3,1
966,,ICU,4,6,3,5,3,3,1,2,0
967,,Recovery,9,18,5,14,8,7,3,5,1
968,,Emergency,10,22,7,16,12,10,4,6,2
969,,Site Clinic,6,10,3,8,5,4,2,3,0
970,,Sub-Total,81,141,41,94,63,60,24,36,7
971,,Nursery,3,5,1,3,2,2,1,1,0
972,,Total,84,146,42,97,65,62,25,37,7
973,,Med/Surg,10,20,5,15,10,8,5,6,1
974,,Mat/Surg,8,15,3,12,6,9,3,4,0
975,,Lying-In,12,25,6,18,14,13,4,7,2
976,,NICU,5,8,2,6,3,4,1,2,0
977,,CDU,7,10,4,8,5,6,2,3,1
978,,ICU,4,6,3,5,3,3,1,2,0
979,,Recovery,9,18,5,14,8,7,3,5,1
980,,Emergency,10,22,7,16,12,10,4,6,2
981,,Site Clinic,6,10,3,8,5,4,2,3,0
982,,Sub-Total,81,141,41,94,63,60,24,36,7
983,,Nursery,3,5,1,3,2,2,1,1,0
984,,Total,84,146,42,97,65,62,25,37,7
985,,Med/Surg,10,20,5,15,10,8,5,6,1
986,,Mat/Surg,8,15,3,12,6,9,3,4,0
987,,Lying-In,12,25,6,18,14,13,4,7,2
988,,NICU,5,8,2,6,3,4,1,2,0
989,,CDU,7,10,4,8,5,6,2,3,1
990,,ICU,4,6,3,5,3,3,1,2,0
991,,Recovery,9,18,5,14,8,7,3,5,1
992,,Emergency,10,22,7,16,12,10,4,6,2
993,,Site Clinic,6,10,3,8,5,4,2,3,0
994,,Sub-Total,81,141,41,94,63,60,24,36,7
995,,Nursery,3,5,1,3,2,2,1,1,0
996,,Total,84,146,42,97,65,62,25,37,7
997,,Med/Surg,10,20,5,15,10,8,5,6,1
998,,Mat/Surg,8,15,3,12,6,9,3,4,0
999,,Lying-In,12,25,6,18,14,13,4,7,2
1000,,NICU,5,8,2,6,3,4,1,2,0
1001,,CDU,7,10,4,8,5,6,2,3,1
1002,,ICU,4,6,3,5,3,3,1,2,0
1003,,Recovery,9,18,5,14,8,7,3,5,1
1004,,Emergency,10,22,7,16,12,10,4,6,2
1005,,Site Clinic,6,10,3,8,5,4,2,3,0
1006,,Sub-Total,81,141,41,94,63,60,24,36,7
1007,,Nursery,3,5,1,3,2,2,1,1,0
1008,,Total,84,146,42,97,65,62,25,37,7
1009,,Med/Surg,10,20,5,15,10,8,5,6,1
1010,,Mat/Surg,8,15,3,12,6,9,3,4,0
1011,,Lying-In,12,25,6,18,14,13,4,7,2
1012,,NICU,5,8,2,6,3,4,1,2,0
1013,,CDU,7,10,4,8,5,6,2,3,1
1014,,ICU,4,6,3,5,3,3,1,2,0
1015,,Recovery,9,18,5,14,8,7,3,5,1
1016,,Emergency,10,22,7,16,12,10,4,6,2
1017,,Site Clinic,6,10,3,8,5,4,2,3,0
1018,,Sub-Total,81,141,41,94,63,60,24,36,7
1019,,Nursery,3,5,1,3,2,2,1,1,0
1020,,Total,84,146,42,97,65,62,25,37,7
1021,,Med/Surg,10,20,5,15,10,8,5,6,1
1022,,Mat/Surg,8,15,3,12,6,9,3,4,0
1023,,Lying-In,12,25,6,18,14,13,4,7,2
1024,,NICU,5,8,2,6,3,4,1,2,0
1025,,CDU,7,10,4,8,5,6,2,3,1
1026,,ICU,4,6,3,5,3,3,1,2,0
1027,,Recovery,9,18,5,14,8,7,3,5,1
1028,,Emergency,10,22,7,16,12,10,4,6,2
1029,,Site Clinic,6,10,3,8,5,4,2,3,0
1030,,Sub-Total,81,141,41,94,63,60,24,36,7
1031,,Nursery,3,5,1,3,2,2,1,1,0
1032,,Total,84,146,42,97,65,62,25,37,7
